Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
13781-10414,1,"Tesla, Inc.",5-Day,,,APR-2025,5YJXCDE25LF, ,,Tesla,Model X, ,2020.0, ,567a91276bfa25a,70957.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-03-01, ,APR-2025,01:25, ,b57bbef9856dc52,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Orange, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,65.0, ,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10389,1,"Tesla, Inc.",5-Day,,,APR-2025,5YJ3E1EAXPF, ,,Tesla,Model 3, ,2023.0, ,6a6d0b9206bb83a,68918.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-03-01, ,APR-2025,09:10, ,c18e5fd85d60f24,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Jose, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Dark - Not Lighted,Y, , , , , , , ,,Passenger Car,Unknown,Yes,Proceeding Straight,Unknown,Unknown, , ,Y, , ,Y, , , , , ,Proceeding Straight,Yes,Unknown,Unknown,65.0, , , , ,Y, , ,Y, , , , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10388,1,"Tesla, Inc.",5-Day,,,APR-2025,5YJ3E1EA1PF, ,,Tesla,Model 3, ,2023.0, ,1f606500e665d03,56048.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,08:05, ,9342562b100ee32,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Riverside, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Dark - Not Lighted,Y, , , , , , , ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Lane / Road Departure,Yes,Unknown,Unknown,50.0, , , , , , , ,Y,Y,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10385,1,"Tesla, Inc.",5-Day,,,APR-2025,5YJ3E1EB3JF, ,,Tesla,Model 3, ,2018.0, ,eea1beaca696b9c,95140.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, ,Y, , , , , , ,,2025-03-01, ,MAR-2025,02:14, ,a3c3381509fb59c,,Y,,Y,,Y,Petaluma, ,CA ,,Y,Unknown,Unknown,Unknown,35.0, ,Unknown, , , , , , ,Y, ,,Unknown,No Injuries Reported,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,No,Yes,Unknown,44.0, ,Y, , , , , , , , , , , , , ,Y, ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-9996,2,"Tesla, Inc.",Update,,,APR-2025,5YJ3E1EA7NF, ,,Tesla,Model 3, ,2022.0, ,7b2dd7cc5cb36d4,41295.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, ,Y, , , , , , ,,2025-01-01, ,FEB-2025,16:37, ,71fc7c913ab91c2,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Hollister, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,Dry,No Unusual Conditions,,Y,Daylight,Y, , , , , , , ,,Other Fixed Object,No Injuries Reported,Yes,,,, , , , , , , , , , , ,Lane / Road Departure,No,Yes,Unknown,8.0, , , , , , ,Y, , ,Y, , , , ,Y,Y,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-9794,2,"Tesla, Inc.",Update,,,APR-2025,5YJ3E1EA2PF, ,,Tesla,Model 3, ,2023.0, ,1508c7dfe6d84a3,7099.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , , , , , , ,Y,Data Privacy Request,2024-11-01, ,JAN-2025,01:11, ,9e2957d3017cce8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Davis, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Dawn / Dusk,Y, , , , , , , ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Lane / Road Departure,No,Yes,Unknown,47.0, , , ,Y, , ,Y, , ,Y,Y, ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10375,1,"Tesla, Inc.",5-Day,,,APR-2025,5YJYGDEEXLF, ,,Tesla,Model Y, ,2020.0, ,89bbdff8304053f,44987.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , , , , , , ,Y,Data Privacy Request,2025-03-01, ,MAR-2025,15:13, ,ad2a00e2088bc4e,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Hawthorne, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Daylight, , ,Y, , , , , ,,SUV,Unknown,Yes,Changing Lanes,No,Unknown, ,Y,Y, , , , , , , , ,Proceeding Straight,No,Yes,Unknown,37.0, , , , , , , , ,Y,Y, , , , ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10373,1,"Tesla, Inc.",5-Day,,,APR-2025,5YJ3E1EB1LF, ,,Tesla,Model 3, ,2020.0, ,05a5e2b9d049bbf,35334.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,12:39, ,b1124f95853e5ef,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,40.0, ,Dark - Lighted, , ,Y, , , , , ,,SUV,Unknown,Yes,Proceeding Straight,Unknown,Unknown, , ,Y, , ,Y, , ,Y, , ,Proceeding Straight,Unknown,Yes,Unknown,34.0, ,Y, , ,Y, , ,Y, , , , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10370,1,"Tesla, Inc.",5-Day,,,APR-2025,5YJ3E1EA1JF, ,,Tesla,Model 3, ,2018.0, ,adc9aa07c1f7b2f,137294.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,12:32, ,0b5712e5a741817,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Downey, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,Unknown,Yes,Stopped,Unknown,Unknown, , , ,Y, , , , , , , ,Proceeding Straight,Yes,Unknown,Unknown,15.0, , , , , , ,Y, , , , , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10369,1,"Tesla, Inc.",5-Day,,,APR-2025,7SAYGDEF7NF, ,,Tesla,Model Y, ,2022.0, ,09a2b0360cfd70b,47688.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, ,Y, , , , , , ,,2025-03-01, ,MAR-2025,14:00, ,d8c8430f633d7ac,,Y,,Y,,Y,Azusa, ,CA ,,Y,Unknown,Unknown,Unknown,,Y,Unknown,Y, , , , , , , ,,"Other, see Narrative",No Injuries Reported,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,No,Yes,Unknown,32.0, , , , , , , , , , ,Y, , , , ,Y, ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10356,1,"Tesla, Inc.",5-Day,,,MAR-2025,5YJ3E1EB1NF, ,,Tesla,Model 3, ,2022.0, ,d7072b0b0411a84,38184.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,22:43, ,4cba0d7d67b5dad,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Jurupa Valley, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,SUV,Unknown,Yes,Proceeding Straight,Yes,Unknown, , , , , , , ,Y,Y, , ,Stopped,No,Yes,Unknown,0.0, , , ,Y, , ,Y, , , , , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10355,1,"Tesla, Inc.",5-Day,,,MAR-2025,7SAYGDEE3PF, ,,Tesla,Model Y, ,2023.0, ,5fe4bace73e9b98,72155.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,19:36, ,d06e75451f0c0ce,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,65.0, ,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,37.0, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10333,2,"Tesla, Inc.",10-Day Update,,,MAR-2025,5YJYGDEE3MF, ,,Tesla,Model Y, ,2021.0, ,54c8cc44c044aac,66691.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , , , , , ,Y, ,,2025-03-01, ,MAR-2025,16:15, ,5530686c32de26e,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Sacramento, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,"Other, see Narrative",Minor,Yes,NM Moving on Sidewalk,Not Applicable,Not Applicable, , , , , , , , , , ,Y,Making Left Turn,No,Yes,Unknown,34.0, , , ,Y, , ,Y, , ,Y, , , , ,Y, ,Y,Y, , ,Yes,Sacramento Police Department, ,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10333,1,"Tesla, Inc.",1-Day,,,MAR-2025,5YJYGDEE3MF, ,,Tesla,Model Y, ,2021.0, ,54c8cc44c044aac,66691.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , , , , , ,Y, ,,2025-03-01, ,MAR-2025,16:15, ,5530686c32de26e,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Sacramento, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,"Other, see Narrative",Minor,Yes,NM Moving on Sidewalk,Not Applicable,Not Applicable, , , , , , , , , , ,Y,Making Left Turn,No,Yes,Unknown,34.0, , , ,Y, , ,Y, , ,Y, , , , ,Y, ,Y,Y, , ,Yes,Sacramento Police Department, ,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10314,1,"Tesla, Inc.",5-Day,,,MAR-2025,5YJ3E1EB0RF, ,,Tesla,Model 3, ,2024.0, ,64986f0cf4bf9c8,4599.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,12:45, ,388caab43deb96c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Long Beach, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Dark - Lighted,Y, , , , , , , ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Lane / Road Departure,Yes,Unknown,Unknown,73.0, ,Y,Y,Y, , , , , , , , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10312,1,"Tesla, Inc.",5-Day,,,MAR-2025,5YJ3E1EB4RF, ,,Tesla,Model 3, ,2024.0, ,7639543e072b26b,7134.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,05:01, ,e2fc2997c47d090,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Alhambra, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Dark - Lighted,Y, , , , , , , ,,"Other, see Narrative",Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,"Other, see Narrative",Yes,Unknown,Unknown,29.0, ,Y,Y,Y, ,Y, , , ,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10309,1,"Tesla, Inc.",5-Day,,,MAR-2025,7SAYGAEE1PF, ,,Tesla,Model Y, ,2023.0, ,dbe66bf142a0f42,21700.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, ,Y, , , , , , ,,2025-03-01, ,MAR-2025,03:20, ,40a04909e01acb9,,Y,,Y,,Y,Fremont, ,CA ,,Y,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,No Injuries Reported,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,No,Yes,Unknown,73.0, , , , , , , , , , , ,Y, , , ,Y, ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-10307,1,"Tesla, Inc.",5-Day,,,MAR-2025,7SAYGDEE2NF, ,,Tesla,Model Y, ,2022.0, ,7e877d02ed09c9a,27426.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,04:34, ,bfc8e9c863a3518,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Mountain View, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,65.0, ,Unknown, , , , , , ,Y, ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Lane / Road Departure,Yes,Unknown,Unknown,57.0, ,Y,Y,Y, , , , , , , , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
