Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,Approx_Latitude,Approx_Longitude
30270-10449,1,Waymo LLC,Monthly,3.0,2025.0,APR-2025,SADHW2S19R1, ,,Jaguar,I-Pace, ,2024.0, ,a64814bf1ec68ee,39688.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,15:15, ,915965fdc13a740,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,First Responder Vehicle,No Injuries Reported,Yes,Passing,No,No, , , , , , , ,Y, , , ,Parked,No,No,Yes,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 3:15 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a first responder vehicle (unmarked police car) on [XXX] near [XXX]. 
The Waymo AV was stopped facing northwest on [XXX] for a rider drop-off when an unmarked police car traveling northwest on [XXX] attempted to pass the Waymo AV.  As the police car attempted to pass by the parked Waymo AV, the passenger side of the police car made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The police car sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-10451,1,Waymo LLC,Monthly,3.0,2025.0,APR-2025,SADHW2S15R1, ,,Jaguar,I-Pace, ,2024.0, ,d0ebac371478862,37197.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,12:36, ,b014b9fd6ea6308,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Backing,No,No, , , ,Y, , , , , , , ,Parked,No,No,No Passengers in Vehicle,0.0, , , , , , ,Y, , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 12:36 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on [XXX] near [XXX]. 
The Waymo AV was parked at the curb facing south on [XXX] when an SUV attempting to parallel park in front of the Waymo AV reversed, and the rear of the SUV made contact with the front of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-10453,1,Waymo LLC,Monthly,3.0,2025.0,APR-2025,SADHW2S13R1, ,,Jaguar,I-Pace, ,2024.0, ,c25b449bcd7cdfa,28124.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,15:19, ,2f360dacf644b0d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, ,Y, , , , , , , , , ,Parked,No,No,No Passengers in Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 3:19 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a pickup truck on the [XXX] block of [XXX]. 
The Waymo AV was parked at the curb facing west on [XXX] when a pickup truck traveling east on [XXX] passed the Waymo AV.  As the pickup truck passed the parked Waymo AV, the driver side of the pickup truck made contact with the rear driver side of the stationary Waymo AV.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-10455,1,Waymo LLC,Monthly,3.0,2025.0,APR-2025,SADHW2S11R1, ,,Jaguar,I-Pace, ,2024.0, ,40e938bac6de702,38264.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,15:17, ,7ed1cf3a8400c87,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Passing,No,No, , , , , , , ,Y, , , ,Parked,No,No,No Passengers in Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 3:17 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on [XXX] near [XXX]. 
The Waymo AV was parked at the curb facing south on [XXX] when the passenger side of an SUV that was leaving a parking spot behind the Waymo AV made contact with the rear driver side of the stationary Waymo AV.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,34.0536909,-118.242766
30270-10439,1,Waymo LLC,Monthly,3.0,2025.0,APR-2025,SADHW2S11R1, ,,Jaguar,I-Pace, ,2024.0, ,ae984a34c3207c6,33137.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,16:30, ,870bb81b8b87f76,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Venice, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,15.0, ,Daylight, , ,Y, , , , , ,,SUV,No Injuries Reported,Yes,Passing,No,No, , , , , , , , ,Y, , ,Parked,No,No,"No, see Narrative",0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 4:30 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Venice, California was in a collision involving an SUV on [XXX] near [XXX]. 
The Waymo AV was traveling southeastbound on [XXX] when it came to a stop for a passenger drop-off. An SUV traveling directly behind the parked Waymo AV attempted to pass on the left of the Waymo AV. As the SUV passed the Waymo AV, the front passenger side of the SUV made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The passenger in the vehicle was not belted at the time of the collision as they were preparing to exit the Waymo AV. The SUV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,33.995044,-118.4668875
30270-10444,1,Waymo LLC,Monthly,3.0,2025.0,APR-2025,SADHW2S13R1, ,,Jaguar,I-Pace, ,2024.0, ,7fd83066237e3fa,1291.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,20:19, ,e8db4ff944a1cc3,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , ,Y, , ,Y, , ,Proceeding Straight,No,No,Yes,16.0, , , , , , , , ,Y, , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 8:19 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling westbound on [XXX] towards the intersection of [XXX], which has a stop sign for traffic on [XXX] but does not have a stop sign or yield sign for traffic on [XXX].  As the Waymo AV passed Hoff Street, a passenger car that had been stopped facing south on [XXX] at the intersection with [XXX] entered the intersection and the front of the passenger car made contact with the passenger side of the Waymo AV.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-10443,1,Waymo LLC,Monthly,3.0,2025.0,APR-2025,SADHW2S13R1, ,,Jaguar,I-Pace, ,2024.0, ,5ca36a806c0d507,49717.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,10:05, ,012fba9b1f4c28c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight, , ,Y, , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 10:05 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was travelling northwest in the left lane on [XXX] when it slowed to a stop for a temporary stop sign held by a traffic cone for construction work on the right of the Waymo AV.  As the Waymo AV stopped, a passenger car approached the Waymo AV from behind, and the front of the passenger car made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-10442,1,Waymo LLC,Monthly,3.0,2025.0,APR-2025,SADHW2S16R1, ,,Jaguar,I-Pace, ,2024.0, ,5dc1439eb5644a6,47099.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,19:13, ,e890366425f92f4,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,No Passengers in Vehicle,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 7:13 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX].
The Waymo AV was traveling eastbound on [XXX] in the left lane and slowed to a stop in a queue of traffic for a red light at the intersection at [XXX]. The Waymo AV started to proceed forward once the light turned green, but came to a stop to yield to a passenger car traveling directly in front of the Waymo AV that had stopped to yield to an ambulance with lights and sirens active that was traveling southbound on [XXX] and turning right onto [XXX]. While the Waymo AV remained stopped, a passenger car approached the Waymo AV from behind, and the front of the passenger car made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-10436,1,Waymo LLC,Monthly,3.0,2025.0,APR-2025,SADHW2S13R1, ,,Jaguar,I-Pace, ,2024.0, ,c5314f385719a72,10222.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2025-02-01, ,MAR-2025,17:06, ,9590144d946c2fa,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight, , ,Y, , , , , ,,Passenger Car,No Injuries Reported,Yes,Changing Lanes,No,No, , , , , , , , ,Y, , ,Stopped,No,No,No Passengers in Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On February [XXX], 2025 at 5:06 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling north westbound in the right lane of [XXX] and came to a stop in a queue of traffic. A passenger car travelling north westbound approached the stationary Waymo AV from behind. As the passenger car began to change lanes to the left lane, the front right side of the passenger car made contact with the left rear side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-10425,1,Waymo LLC,Monthly,3.0,2025.0,APR-2025,SADHW2S11R1, ,,Jaguar,I-PACE, ,2024.0, ,705d1bd1776b1ad,43118.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,10:42, ,5caf4743543d731,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Parking Maneuver,No,No, , ,Y, , , , , , , , ,Proceeding Straight,No,No,Yes,21.0, , , , , , , ,Y, , , , , , ,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"On March [XXX], 2025 at 10:42 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was traveling north on [XXX] when it approached a passenger car that was stopped in the bike lane to the right of the Waymo AV. As the Waymo AV passed by the passenger car, the passenger car maneuvered into the roadway and the front driver side of the passenger car made contact with the rear passenger side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-10428,1,Waymo LLC,Monthly,3.0,2025.0,APR-2025,SADHW2S1XR1, ,,Jaguar,I-PACE, ,2024.0, ,2be1b9a39636830,30469.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,23:42, ,068ce526db856cc,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Backing,No,No, , , , , , , ,Y, , , ,Stopped,No,No,Yes,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 11:42 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was traveling southbound on a narrow portion of [XXX] with vehicles parked at the curb in both directions. The Waymo AV slowed to a stop as it approached a passenger car reversing due to a stopped vehicle facing northbound in the center of roadway. The Waymo AV began reversing to make room for the reversing passenger car and came to a stop. The passenger car continued reversing on the left side of the roadway and the passenger side of the passenger car made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,34.0536909,-118.242766
30270-10426,1,Waymo LLC,Monthly,3.0,2025.0,APR-2025,SADHW2S18R1, ,,Jaguar,I-PACE, ,2024.0, ,1dfd8c59429b499,42503.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,01:52, ,d8172af2d0c0f96,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,West Hollywood, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,No Passengers in Vehicle,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 1:52 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in West Hollywood, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was traveling northbound on [XXX] and came to a stop in a queue of traffic. A passenger car approached the Waymo AV from behind, and the front of the passenger car made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,34.0923014,-118.3692894
30270-10421,1,Waymo LLC,Monthly,3.0,2025.0,APR-2025,SADHW2S17R1, ,,Jaguar,I-PACE, ,2024.0, ,63253074c9e64f2,46124.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,00:11, ,bc3ae4369651c8d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,"Other, see Narrative",No Injuries Reported,Yes,"Other, see Narrative",Not Applicable,Not Applicable, , , , , , , , , , ,Y,Proceeding Straight,No,No,No Passengers in Vehicle,11.0, , , , , , ,Y, , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 12:11 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a remote controlled robot on [XXX] near [XXX]. 
The Waymo AV was traveling northwest on [XXX]  when a personal remote controlled toy robot entered the roadway from between a row of bikes on a bike rack on the right-hand side of [XXX], and the front of the Waymo AV made contact with the remote controlled robot. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The robot sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,34.0536909,-118.242766
30270-10420,1,Waymo LLC,Monthly,3.0,2025.0,APR-2025,SADHW2S18R1, ,,Jaguar,I-PACE, ,2024.0, ,6028033716b9247,43191.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2025-03-01, ,MAR-2025,09:41, ,da8340cc27778be,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,35.0, ,Daylight, , ,Y, , , , , ,,Passenger Car,No Injuries Reported,Yes,Making Left Turn,No,No, , ,Y, , , , , , , , ,Proceeding Straight,No,No,Yes,16.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 9:41 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling southwest on [XXX] through the intersection at [XXX] with a green light when a passenger car traveling northeast on [XXX] began making an unprotected left turn onto [XXX]. While the Waymo AV was still proceeding straight, the passenger car continued turning, and the front driver side of the passenger car made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,34.0536909,-118.242766
